,depth,sn,sp,ild,cild,dt,sn_top,interval
299,1033.5,9.6824,-42.0419,8.4833,110.0687,,0.0,0.0
300,1034.0,9.6692,-42.1806,8.4139,110.3298,,0.0,0.0
301,1034.5,9.7053,-42.2834,8.3526,111.3194,,0.0,0.0
302,1035.0,9.7141,-42.3735,8.3311,112.0468,,0.0,0.0
303,1035.5,9.6933,-42.4635,8.3036,111.7914,,0.0,0.0
304,1036.0,9.6903,-42.5705,8.3704,111.9729,,0.0,0.0
305,1036.5,9.6892,-42.7618,8.4236,111.4844,,0.0,0.0
306,1037.0,9.6471,-42.8487,8.487,110.5661,,0.0,0.0
307,1037.5,9.6832,-42.7126,8.5859,109.3967,,0.0,0.0
308,1038.0,9.8077,-42.5793,8.7142,108.236,,0.0,0.0
309,1038.5,10.0505,-42.5009,8.9162,106.6141,,0.0,0.0
310,1039.0,10.2525,-42.5929,9.0669,104.6414,,0.0,0.0
311,1039.5,10.347,-42.7068,9.2506,103.2226,,0.0,0.0
312,1040.0,10.4463,-42.5114,9.2807,101.849,,0.0,0.0
313,1040.5,10.4917,-42.2622,9.3026,101.5373,,0.0,0.0
314,1041.0,10.553,-41.9016,9.2727,102.0371,,0.0,0.0
315,1041.5,10.5384,-41.7249,9.2077,102.2872,,0.0,0.0
316,1042.0,10.4869,-41.9782,9.1612,102.5782,,0.0,0.0
317,1042.5,10.3425,-42.4829,9.1063,102.8626,,0.0,0.0
318,1043.0,10.2529,-42.9835,8.9917,103.6655,,0.0,0.0
319,1043.5,10.176,-43.2508,8.8841,106.248,,0.0,0.0
320,1044.0,10.1253,-43.3596,8.8196,107.3698,,0.0,0.0
321,1044.5,10.0745,-43.3633,8.7813,108.0588,,0.0,0.0
322,1045.0,10.0237,-43.2781,8.7319,108.6538,,0.0,0.0
323,1045.5,9.9729,-43.1308,8.6626,109.3845,,0.0,0.0
324,1046.0,9.9816,-42.8847,8.5967,110.0507,,0.0,0.0
325,1046.5,10.0096,-42.6174,8.6768,110.3119,,0.0,0.0
326,1047.0,10.0376,-42.3369,8.745,109.6566,,0.0,0.0
327,1047.5,10.0656,-42.2345,8.8997,108.0944,,0.0,0.0
328,1048.0,10.0936,-42.3375,9.0254,105.4201,,0.0,0.0
329,1048.5,10.2265,-42.3797,9.1405,103.4171,,0.0,0.0
330,1049.0,10.4043,-42.2177,9.1619,103.2821,,0.0,0.0
331,1049.5,10.4679,-42.066,9.138,103.4471,,0.0,0.0
332,1050.0,10.1876,-42.1044,9.1285,103.5744,,0.0,0.0
333,1050.5,10.0184,-42.1759,9.1389,103.5012,,0.0,0.0
334,1051.0,10.2367,-42.3348,9.1756,103.3135,,0.0,0.0
335,1051.5,10.4324,-42.7428,9.0837,103.4697,,0.0,0.0
336,1052.0,10.4042,-43.1624,8.9269,105.6455,,0.0,0.0
337,1052.5,10.201,-43.4028,8.7803,108.2758,,0.0,0.0
338,1053.0,10.119,-43.5771,8.5893,110.3736,,0.0,0.0
339,1053.5,10.036,-43.7429,8.4837,111.8809,,0.0,0.0
340,1054.0,9.953,-43.9209,8.4273,112.7509,,0.0,0.0
341,1054.5,9.87,-44.016,8.4176,113.0692,,0.0,0.0
342,1055.0,9.7883,-43.9474,8.408,113.3987,,0.0,0.0
343,1055.5,9.7389,-43.7983,8.3561,113.89,,0.0,0.0
344,1056.0,9.6114,-43.6984,8.3292,114.3384,,0.0,0.0
345,1056.5,9.6651,-43.5853,8.3373,114.4917,,0.0,0.0
346,1057.0,9.6419,-43.5358,8.3739,114.2418,,0.0,0.0
347,1057.5,9.6578,-43.5641,8.4509,113.8025,,0.0,0.0
348,1058.0,9.7439,-43.5821,8.5264,112.6573,,0.0,0.0
349,1058.5,9.8372,-43.5708,8.6804,111.2377,,0.0,0.0
350,1059.0,9.9381,-43.7236,8.8485,109.567,,0.0,0.0
351,1059.5,10.0351,-43.9645,8.9549,108.041,,0.0,0.0
352,1060.0,10.1321,-44.2731,9.0011,107.4675,,0.0,0.0
353,1060.5,10.1634,-44.6693,9.0008,107.5303,,0.0,0.0
354,1061.0,10.1445,-45.0901,8.9603,107.8881,,0.0,0.0
355,1061.5,10.1256,-45.5525,8.908,108.4878,,0.0,0.0
356,1062.0,10.0645,-45.75,8.8866,108.8393,,0.0,0.0
357,1062.5,9.9813,-45.9054,8.8519,109.2167,,0.0,0.0
358,1063.0,9.898,-45.6563,8.8376,109.3751,,0.0,0.0
359,1063.5,9.8217,-45.2335,8.8682,109.2398,,0.0,0.0
360,1064.0,9.8001,-45.0046,8.8931,109.1409,,0.0,0.0
361,1064.5,9.8756,-44.8832,8.9441,108.8496,,0.0,0.0
362,1065.0,10.0413,-44.7611,8.9586,108.4099,,0.0,0.0
363,1065.5,10.1869,-44.8665,9.0275,107.7008,,0.0,0.0
364,1066.0,10.232,-44.9331,9.1145,106.8104,,0.0,0.0
365,1066.5,10.2521,-44.9348,9.1545,105.8885,,0.0,0.0
366,1067.0,10.2183,-44.9814,9.1508,105.3142,,0.0,0.0
367,1067.5,10.2047,-45.0494,9.1252,105.8899,,0.0,0.0
368,1068.0,10.1857,-45.1658,9.0864,106.5016,,0.0,0.0
369,1068.5,10.1396,-45.2859,9.0546,106.8312,,0.0,0.0
370,1069.0,10.0936,-45.3438,9.0121,107.4011,,0.0,0.0
371,1069.5,10.0476,-45.4238,8.9368,108.0272,,0.0,0.0
372,1070.0,10.0016,-45.6006,8.8901,108.4616,,0.0,0.0
373,1070.5,9.9555,-45.7023,8.8343,109.1118,,0.0,0.0
374,1071.0,9.9095,-45.7447,8.757,109.9428,,0.0,0.0
375,1071.5,9.8635,-45.972,8.6558,111.0126,,0.0,0.0
376,1072.0,9.7623,-46.1793,8.5203,112.6183,,0.0,0.0
377,1072.5,9.6244,-46.1489,8.3856,114.1467,,0.0,0.0
378,1073.0,9.5494,-46.278,8.2548,115.9952,,0.0,0.0
379,1073.5,9.4336,-46.2778,8.1371,117.4462,,0.0,0.0
380,1074.0,9.3572,-46.0834,8.0635,118.74,,0.0,0.0
381,1074.5,9.2868,-45.7677,8.0049,119.5894,,0.0,0.0
382,1075.0,9.2272,-45.5845,7.9863,120.0091,,0.0,0.0
383,1075.5,9.2296,-45.6808,7.9851,120.2187,,0.0,0.0
384,1076.0,9.2793,-45.8095,8.0936,119.7852,,0.0,0.0
385,1076.5,9.3402,-45.9475,8.1737,118.6044,,0.0,0.0
386,1077.0,9.42,-46.0684,8.2836,117.0805,,0.0,0.0
387,1077.5,9.5253,-46.3525,8.4257,115.2486,,0.0,0.0
388,1078.0,9.6643,-46.1574,8.5397,113.6134,,0.0,0.0
389,1078.5,9.7659,-45.9968,8.6431,112.2066,,0.0,0.0
390,1079.0,9.8074,-45.9257,8.7606,110.9093,,0.0,0.0
391,1079.5,9.849,-46.0351,8.7913,110.0049,,0.0,0.0
392,1080.0,9.8834,-46.0803,8.808,109.5306,,0.0,0.0
393,1080.5,9.8693,-46.2827,8.8367,109.391,,0.0,0.0
394,1081.0,9.8552,-46.284,8.8171,109.6089,,0.0,0.0
395,1081.5,9.8411,-46.3676,8.8004,109.9481,,0.0,0.0
396,1082.0,9.827,-46.3575,8.7773,110.2882,,0.0,0.0
397,1082.5,9.8129,-46.1169,8.7166,110.6367,,0.0,0.0
398,1083.0,9.7988,-45.7175,8.6996,110.9002,,0.0,0.0
399,1083.5,9.7817,-45.3733,8.6771,111.1244,,0.0,0.0
400,1084.0,9.7629,-45.2682,8.6666,111.2262,,0.0,0.0
401,1084.5,9.7441,-45.3771,8.6346,111.4867,,0.0,0.0
402,1085.0,9.7253,-45.5865,8.6016,111.8704,,0.0,0.0
403,1085.5,9.7065,-45.7836,8.5646,112.265,,0.0,0.0
404,1086.0,9.6234,-45.9608,8.4984,113.0302,,0.0,0.0
405,1086.5,9.5341,-46.2628,8.4314,113.8534,,0.0,0.0
406,1087.0,9.4802,-46.2076,8.3615,114.653,,0.0,0.0
407,1087.5,9.4412,-46.0551,8.3001,115.4724,,0.0,0.0
408,1088.0,9.3902,-46.0639,8.2755,116.1004,,0.0,0.0
409,1088.5,9.3609,-46.0635,8.3226,116.0887,,0.0,0.0
410,1089.0,9.3784,-45.9947,8.363,115.4723,,0.0,0.0
411,1089.5,9.4084,-45.7921,8.4708,114.5671,,0.0,0.0
412,1090.0,9.4187,-45.5342,8.5198,113.3439,,0.0,0.0
413,1090.5,9.4715,-45.14,8.5967,112.2783,,0.0,0.0
414,1091.0,9.581,-44.6284,8.6653,111.3972,,0.0,0.0
415,1091.5,9.9503,-44.2212,8.6754,111.1181,,0.0,0.0
416,1092.0,10.2468,-43.7781,8.6579,111.0224,,0.0,0.0
417,1092.5,10.248,-43.0555,8.6731,110.9944,,0.0,0.0
418,1093.0,10.1762,-43.0536,8.6811,110.801,,0.0,0.0
419,1093.5,10.0963,-43.5376,8.7268,110.5044,,0.0,0.0
420,1094.0,10.0164,-44.0817,8.6646,110.6827,,0.0,0.0
421,1094.5,9.9364,-44.2428,8.6108,111.3709,,0.0,0.0
422,1095.0,9.9117,-43.7035,8.4905,112.3353,,0.0,0.0
423,1095.5,9.8943,-43.0242,8.4819,112.9645,,0.0,0.0
424,1096.0,9.877,-42.6306,8.5089,112.8019,,0.0,0.0
425,1096.5,9.8597,-41.907,8.5942,112.2785,,0.0,0.0
426,1097.0,9.9821,-41.1415,8.6454,111.4533,,0.0,0.0
427,1097.5,10.1461,-40.5417,8.7155,110.5241,,0.0,0.0
428,1098.0,10.2757,-40.4524,8.7513,110.0087,,0.0,0.0
429,1098.5,10.3438,-40.4326,8.7346,109.863,,0.0,0.0
430,1099.0,10.3846,-40.507,8.8347,109.4041,,0.0,0.0
431,1099.5,10.3915,-41.0599,8.8822,108.8469,,0.0,0.0
432,1100.0,10.3839,-41.4476,8.9723,107.9826,,0.0,0.0
433,1100.5,10.379,-41.6426,9.0635,107.0257,,0.0,0.0
434,1101.0,10.4403,-41.7651,9.0704,106.5627,,0.0,0.0
435,1101.5,10.5875,-41.9624,9.0531,106.5122,,0.0,0.0
436,1102.0,10.6173,-42.3771,9.058,106.4605,,0.0,0.0
437,1102.5,10.5135,-42.6315,9.0345,106.5392,,0.0,0.0
438,1103.0,10.4064,-42.5143,8.952,107.239,,0.0,0.0
439,1103.5,10.3226,-42.2911,8.8626,108.1794,,0.0,0.0
440,1104.0,10.2585,-41.9877,8.7594,109.3255,,0.0,0.0
441,1104.5,10.1689,-41.6852,8.6549,110.555,,0.0,0.0
442,1105.0,10.1689,-41.5251,8.5883,111.3683,,0.0,0.0
443,1105.5,10.1473,-41.7263,8.5468,111.8909,,0.0,0.0
444,1106.0,10.1057,-42.6746,8.5141,112.4224,,0.0,0.0
445,1106.5,10.0935,-43.3182,8.4827,112.6523,,0.0,0.0
446,1107.0,10.1632,-43.3251,8.4604,112.9751,,0.0,0.0
447,1107.5,10.1666,-42.7841,8.4299,113.2979,,0.0,0.0
448,1108.0,10.1634,-42.206,8.423,113.3517,,0.0,0.0
449,1108.5,10.1479,-42.0725,8.4049,113.5913,,0.0,0.0
450,1109.0,10.1323,-41.8722,8.4354,113.5289,,0.0,0.0
